chunk_id,source_file,doc_group,doc_type,chunk_type,section,question,page_start,page_end,char_count,content_preview
a8f92d15e91041b1aa83a25e9986cc1c,E:\GwyPilot\GwyPilot\data\考务问答\报名序号.pdf,exam_affairs_qa,registration_number,table_summary,,,1,1,123,表头列：首页 招考公告 政策法规、常见问题、相关下载 公告公示 个人中心  表格结构： | 首页 招考公告 政策法规 | 常见问题 | 相关下载 公告公示 个人中心 | | --- | --- | --- | |  | None | None |
2acb0fb6cd4e4b81a76814d2c6882366,E:\GwyPilot\GwyPilot\data\考务问答\报名序号.pdf,exam_affairs_qa,registration_number,table_summary,,,1,1,117,表头列：None、咨 询 电 话  表格结构： | None | 咨 询 电 话 | | --- | --- | |  |  | | << 版权所有：国家公务员局 网站所有：国家公务员局 京ICP备09079694号-6 | << |
