chunk_id,source_file,doc_group,doc_type,chunk_type,section,question,page_start,page_end,char_count,content_preview
77d847a6e7a04075b83697ac933f9b65,E:\GwyPilot\GwyPilot\data\考务问答\考试前遗失了身份证怎么办.pdf,exam_affairs_qa,other_policy,table_summary,,,1,1,123,表头列：首页 招考公告 政策法规、常见问题、相关下载 公告公示 个人中心  表格结构： | 首页 招考公告 政策法规 | 常见问题 | 相关下载 公告公示 个人中心 | | --- | --- | --- | |  | None | None |
8887255dcc9043eea5cba19a03284163,E:\GwyPilot\GwyPilot\data\考务问答\考试前遗失了身份证怎么办.pdf,exam_affairs_qa,other_policy,table_summary,,,1,1,117,表头列：None、咨 询 电 话  表格结构： | None | 咨 询 电 话 | | --- | --- | |  |  | | << 版权所有：国家公务员局 网站所有：国家公务员局 京ICP备09079694号-6 | << |
