chunk_id,source_file,doc_group,doc_type,chunk_type,section,question,page_start,page_end,char_count,content_preview
10e55f9ab01a478e83fe1e474b8c3ee0,E:\GwyPilot\GwyPilot\data\考务问答\如何获得笔试成绩单.pdf,exam_affairs_qa,score_query,table_summary,,,1,1,123,表头列：首页 招考公告 政策法规、常见问题、相关下载 公告公示 个人中心  表格结构： | 首页 招考公告 政策法规 | 常见问题 | 相关下载 公告公示 个人中心 | | --- | --- | --- | |  | None | None |
e0021166a32940839f2dd482a5950c55,E:\GwyPilot\GwyPilot\data\考务问答\如何获得笔试成绩单.pdf,exam_affairs_qa,score_query,table_summary,,,1,1,117,表头列：None、咨 询 电 话  表格结构： | None | 咨 询 电 话 | | --- | --- | |  |  | | << 版权所有：国家公务员局 网站所有：国家公务员局 京ICP备09079694号-6 | << |
